"sale_id","prefix_length","previous_products","answer_product_ids"
"4935","1","[331]","[127,150]"
"4935","2","[331,127]","[150]"
"4936","1","[346]","[72,173,172,127]"
"4936","2","[346,72]","[173,172,127]"
"4936","3","[346,72,173]","[172,127]"
"4936","4","[346,72,173,172]","[127]"
"4937","1","[269]","[331,286,346]"
"4937","2","[269,331]","[286,346]"
"4937","3","[269,331,286]","[346]"
"4939","1","[331]","[172,276,59]"
"4939","2","[331,172]","[276,59]"
"4939","3","[331,172,276]","[59]"
"4940","1","[282]","[331,173,227,295,322,86,111,116,1]"
"4940","2","[282,331]","[173,227,295,322,86,111,116,1]"
"4940","3","[282,331,173]","[227,295,322,86,111,116,1]"
"4940","4","[282,331,173,227]","[295,322,86,111,116,1]"
"4940","5","[282,331,173,227,295]","[322,86,111,116,1]"
"4940","6","[282,331,173,227,295,322]","[86,111,116,1]"
"4940","7","[282,331,173,227,295,322,86]","[111,116,1]"
"4940","8","[282,331,173,227,295,322,86,111]","[116,1]"
"4940","9","[282,331,173,227,295,322,86,111,116]","[1]"
"4941","1","[331]","[233,231,111,172]"
"4941","2","[331,233]","[231,111,172]"
"4941","3","[331,233,231]","[111,172]"
"4941","4","[331,233,231,111]","[172]"
"4942","1","[331]","[304]"
"4943","1","[331]","[1,70,296,203,320,63,72,19,244,164]"
"4943","2","[331,1]","[70,296,203,320,63,72,19,244,164]"
"4943","3","[331,1,70]","[296,203,320,63,72,19,244,164]"
"4943","4","[331,1,70,296]","[203,320,63,72,19,244,164]"
"4943","5","[331,1,70,296,203]","[320,63,72,19,244,164]"
"4943","6","[331,1,70,296,203,320]","[63,72,19,244,164]"
"4943","7","[331,1,70,296,203,320,63]","[72,19,244,164]"
"4943","8","[331,1,70,296,203,320,63,72]","[19,244,164]"
"4943","9","[331,1,70,296,203,320,63,72,19]","[244,164]"
"4943","10","[331,1,70,296,203,320,63,72,19,244]","[164]"
"4945","1","[331]","[111]"
"4946","1","[331]","[65,112,66]"
"4946","2","[331,65]","[112,66]"
"4946","3","[331,65,112]","[66]"
"4947","1","[331]","[57,277,329]"
"4947","2","[331,57]","[277,329]"
"4947","3","[331,57,277]","[329]"
"4948","1","[331]","[329,277]"
"4948","2","[331,329]","[277]"
"4949","1","[188]","[75,200,239]"
"4949","2","[188,75]","[200,239]"
"4949","3","[188,75,200]","[239]"
"4950","1","[346]","[279,227,295,275,280,299,111,331,244,228,286]"
"4950","2","[346,279]","[227,295,275,280,299,111,331,244,228,286]"
"4950","3","[346,279,227]","[295,275,280,299,111,331,244,228,286]"
"4950","4","[346,279,227,295]","[275,280,299,111,331,244,228,286]"
"4950","5","[346,279,227,295,275]","[280,299,111,331,244,228,286]"
"4950","6","[346,279,227,295,275,280]","[299,111,331,244,228,286]"
"4950","7","[346,279,227,295,275,280,299]","[111,331,244,228,286]"
"4950","8","[346,279,227,295,275,280,299,111]","[331,244,228,286]"
"4950","9","[346,279,227,295,275,280,299,111,331]","[244,228,286]"
"4950","10","[346,279,227,295,275,280,299,111,331,244]","[228,286]"
"4950","11","[346,279,227,295,275,280,299,111,331,244,228]","[286]"
"4951","1","[346]","[4,277,295,78,76,111,331]"
"4951","2","[346,4]","[277,295,78,76,111,331]"
"4951","3","[346,4,277]","[295,78,76,111,331]"
"4951","4","[346,4,277,295]","[78,76,111,331]"
"4951","5","[346,4,277,295,78]","[76,111,331]"
"4951","6","[346,4,277,295,78,76]","[111,331]"
"4951","7","[346,4,277,295,78,76,111]","[331]"
"4953","1","[173]","[313,111,275]"
"4953","2","[173,313]","[111,275]"
"4953","3","[173,313,111]","[275]"
"4954","1","[173]","[227,295,123,59,111]"
"4954","2","[173,227]","[295,123,59,111]"
"4954","3","[173,227,295]","[123,59,111]"
"4954","4","[173,227,295,123]","[59,111]"
"4954","5","[173,227,295,123,59]","[111]"
"4955","1","[257]","[272]"
"4957","1","[127]","[245,9,58,266]"
"4957","2","[127,245]","[9,58,266]"
"4957","3","[127,245,9]","[58,266]"
"4957","4","[127,245,9,58]","[266]"
"4958","1","[188]","[172,111]"
"4958","2","[188,172]","[111]"
"4959","1","[173]","[228,59,267,301,332,280,304]"
"4959","2","[173,228]","[59,267,301,332,280,304]"
"4959","3","[173,228,59]","[267,301,332,280,304]"
"4959","4","[173,228,59,267]","[301,332,280,304]"
"4959","5","[173,228,59,267,301]","[332,280,304]"
"4959","6","[173,228,59,267,301,332]","[280,304]"
"4959","7","[173,228,59,267,301,332,280]","[304]"
"4960","1","[172]","[11,111,173]"
"4960","2","[172,11]","[111,173]"
"4960","3","[172,11,111]","[173]"
"4961","1","[128]","[172,174,227]"
"4961","2","[128,172]","[174,227]"
"4961","3","[128,172,174]","[227]"
"4963","1","[173]","[269,322,298,329,111,304,254,262]"
"4963","2","[173,269]","[322,298,329,111,304,254,262]"
"4963","3","[173,269,322]","[298,329,111,304,254,262]"
"4963","4","[173,269,322,298]","[329,111,304,254,262]"
"4963","5","[173,269,322,298,329]","[111,304,254,262]"
"4963","6","[173,269,322,298,329,111]","[304,254,262]"
"4963","7","[173,269,322,298,329,111,304]","[254,262]"
"4963","8","[173,269,322,298,329,111,304,254]","[262]"
"4964","1","[304]","[313,205,128,233]"
"4964","2","[304,313]","[205,128,233]"
"4964","3","[304,313,205]","[128,233]"
"4964","4","[304,313,205,128]","[233]"
"4966","1","[227]","[172,269,173,200,313,128,329,76,78,275]"
"4966","2","[227,172]","[269,173,200,313,128,329,76,78,275]"
"4966","3","[227,172,269]","[173,200,313,128,329,76,78,275]"
"4966","4","[227,172,269,173]","[200,313,128,329,76,78,275]"
"4966","5","[227,172,269,173,200]","[313,128,329,76,78,275]"
"4966","6","[227,172,269,173,200,313]","[128,329,76,78,275]"
"4966","7","[227,172,269,173,200,313,128]","[329,76,78,275]"
"4966","8","[227,172,269,173,200,313,128,329]","[76,78,275]"
"4966","9","[227,172,269,173,200,313,128,329,76]","[78,275]"
"4966","10","[227,172,269,173,200,313,128,329,76,78]","[275]"
"4968","1","[188]","[299]"
"4969","1","[315]","[295,227]"
"4969","2","[315,295]","[227]"
"4972","1","[134]","[4,173,207]"
"4972","2","[134,4]","[173,207]"
"4972","3","[134,4,173]","[207]"
"4973","1","[238]","[251,72]"
"4973","2","[238,251]","[72]"
"4974","1","[172]","[56,72,111,266,196,173]"
"4974","2","[172,56]","[72,111,266,196,173]"
"4974","3","[172,56,72]","[111,266,196,173]"
"4974","4","[172,56,72,111]","[266,196,173]"
"4974","5","[172,56,72,111,266]","[196,173]"
"4974","6","[172,56,72,111,266,196]","[173]"
"4975","1","[227]","[123,272,328,6]"
"4975","2","[227,123]","[272,328,6]"
"4975","3","[227,123,272]","[328,6]"
"4975","4","[227,123,272,328]","[6]"
"4976","1","[227]","[295,332]"
"4976","2","[227,295]","[332]"
"4979","1","[188]","[111,275,173,116,281,269,277]"
"4979","2","[188,111]","[275,173,116,281,269,277]"
"4979","3","[188,111,275]","[173,116,281,269,277]"
"4979","4","[188,111,275,173]","[116,281,269,277]"
"4979","5","[188,111,275,173,116]","[281,269,277]"
"4979","6","[188,111,275,173,116,281]","[269,277]"
"4979","7","[188,111,275,173,116,281,269]","[277]"
"4980","1","[172]","[14]"
"4981","1","[200]","[321,112,81,295,67,317,75,299,238,72,64,227,188]"
"4981","2","[200,321]","[112,81,295,67,317,75,299,238,72,64,227,188]"
"4981","3","[200,321,112]","[81,295,67,317,75,299,238,72,64,227,188]"
"4981","4","[200,321,112,81]","[295,67,317,75,299,238,72,64,227,188]"
"4981","5","[200,321,112,81,295]","[67,317,75,299,238,72,64,227,188]"
"4981","6","[200,321,112,81,295,67]","[317,75,299,238,72,64,227,188]"
"4981","7","[200,321,112,81,295,67,317]","[75,299,238,72,64,227,188]"
"4981","8","[200,321,112,81,295,67,317,75]","[299,238,72,64,227,188]"
"4981","9","[200,321,112,81,295,67,317,75,299]","[238,72,64,227,188]"
"4981","10","[200,321,112,81,295,67,317,75,299,238]","[72,64,227,188]"
"4981","11","[200,321,112,81,295,67,317,75,299,238,72]","[64,227,188]"
"4981","12","[200,321,112,81,295,67,317,75,299,238,72,64]","[227,188]"
"4981","13","[200,321,112,81,295,67,317,75,299,238,72,64,227]","[188]"
"4983","1","[188]","[128,276]"
"4983","2","[188,128]","[276]"
"4984","1","[188]","[128]"
"4985","1","[111]","[275,327]"
"4985","2","[111,275]","[327]"
"4987","1","[188]","[277]"
"4988","1","[130]","[285,316,114]"
"4988","2","[130,285]","[316,114]"
"4988","3","[130,285,316]","[114]"
"4990","1","[240]","[4,78,75,301]"
"4990","2","[240,4]","[78,75,301]"
"4990","3","[240,4,78]","[75,301]"
"4990","4","[240,4,78,75]","[301]"
"4991","1","[1]","[70,282,227,217,127,188,166,72,131,240,187,280,266]"
"4991","2","[1,70]","[282,227,217,127,188,166,72,131,240,187,280,266]"
"4991","3","[1,70,282]","[227,217,127,188,166,72,131,240,187,280,266]"
"4991","4","[1,70,282,227]","[217,127,188,166,72,131,240,187,280,266]"
"4991","5","[1,70,282,227,217]","[127,188,166,72,131,240,187,280,266]"
"4991","6","[1,70,282,227,217,127]","[188,166,72,131,240,187,280,266]"
"4991","7","[1,70,282,227,217,127,188]","[166,72,131,240,187,280,266]"
"4991","8","[1,70,282,227,217,127,188,166]","[72,131,240,187,280,266]"
"4991","9","[1,70,282,227,217,127,188,166,72]","[131,240,187,280,266]"
"4991","10","[1,70,282,227,217,127,188,166,72,131]","[240,187,280,266]"
"4991","11","[1,70,282,227,217,127,188,166,72,131,240]","[187,280,266]"
"4991","12","[1,70,282,227,217,127,188,166,72,131,240,187]","[280,266]"
"4991","13","[1,70,282,227,217,127,188,166,72,131,240,187,280]","[266]"
"4994","1","[279]","[188,302,1,200]"
"4994","2","[279,188]","[302,1,200]"
"4994","3","[279,188,302]","[1,200]"
"4994","4","[279,188,302,1]","[200]"
"4996","1","[166]","[5,111,322]"
"4996","2","[166,5]","[111,322]"
"4996","3","[166,5,111]","[322]"
"5001","1","[299]","[239]"
"5003","1","[173]","[80,267,275,304]"
"5003","2","[173,80]","[267,275,304]"
"5003","3","[173,80,267]","[275,304]"
"5003","4","[173,80,267,275]","[304]"
"5004","1","[128]","[111,172]"
"5004","2","[128,111]","[172]"
"5007","1","[188]","[109,172,279,131,111]"
"5007","2","[188,109]","[172,279,131,111]"
"5007","3","[188,109,172]","[279,131,111]"
"5007","4","[188,109,172,279]","[131,111]"
"5007","5","[188,109,172,279,131]","[111]"
"5008","1","[272]","[273,128,131]"
"5008","2","[272,273]","[128,131]"
"5008","3","[272,273,128]","[131]"
"5009","1","[188]","[78]"
"5010","1","[172]","[173]"
"5016","1","[207]","[172,173,231,329,111,55]"
"5016","2","[207,172]","[173,231,329,111,55]"
"5016","3","[207,172,173]","[231,329,111,55]"
"5016","4","[207,172,173,231]","[329,111,55]"
"5016","5","[207,172,173,231,329]","[111,55]"
"5016","6","[207,172,173,231,329,111]","[55]"
"5017","1","[306]","[131,83,112,80]"
"5017","2","[306,131]","[83,112,80]"
"5017","3","[306,131,83]","[112,80]"
"5017","4","[306,131,83,112]","[80]"
"5018","1","[188]","[245,329,333,338,262,266,286,75]"
"5018","2","[188,245]","[329,333,338,262,266,286,75]"
"5018","3","[188,245,329]","[333,338,262,266,286,75]"
"5018","4","[188,245,329,333]","[338,262,266,286,75]"
"5018","5","[188,245,329,333,338]","[262,266,286,75]"
"5018","6","[188,245,329,333,338,262]","[266,286,75]"
"5018","7","[188,245,329,333,338,262,266]","[286,75]"
"5018","8","[188,245,329,333,338,262,266,286]","[75]"
"5019","1","[232]","[144,320,296,280,75]"
"5019","2","[232,144]","[320,296,280,75]"
"5019","3","[232,144,320]","[296,280,75]"
"5019","4","[232,144,320,296]","[280,75]"
"5019","5","[232,144,320,296,280]","[75]"
"5020","1","[276]","[111,286]"
"5020","2","[276,111]","[286]"
"5021","1","[188]","[205,305,112]"
"5021","2","[188,205]","[305,112]"
"5021","3","[188,205,305]","[112]"
"5022","1","[172]","[232,4,304,131,72,111]"
"5022","2","[172,232]","[4,304,131,72,111]"
"5022","3","[172,232,4]","[304,131,72,111]"
"5022","4","[172,232,4,304]","[131,72,111]"
"5022","5","[172,232,4,304,131]","[72,111]"
"5022","6","[172,232,4,304,131,72]","[111]"
"5024","1","[169]","[316,72,207]"
"5024","2","[169,316]","[72,207]"
"5024","3","[169,316,72]","[207]"
"5026","1","[188]","[296,172,203,227,173,1]"
"5026","2","[188,296]","[172,203,227,173,1]"
"5026","3","[188,296,172]","[203,227,173,1]"
"5026","4","[188,296,172,203]","[227,173,1]"
"5026","5","[188,296,172,203,227]","[173,1]"
"5026","6","[188,296,172,203,227,173]","[1]"
"5029","1","[172]","[134,248,302,301,313]"
"5029","2","[172,134]","[248,302,301,313]"
"5029","3","[172,134,248]","[302,301,313]"
"5029","4","[172,134,248,302]","[301,313]"
"5029","5","[172,134,248,302,301]","[313]"
"5030","1","[276]","[267,116]"
"5030","2","[276,267]","[116]"
"5036","1","[172]","[207,6,72]"
"5036","2","[172,207]","[6,72]"
"5036","3","[172,207,6]","[72]"
"5037","1","[76]","[78,263]"
"5037","2","[76,78]","[263]"
"5039","1","[295]","[172,75,78]"
"5039","2","[295,172]","[75,78]"
"5039","3","[295,172,75]","[78]"
"5043","1","[295]","[172,130,173,227]"
"5043","2","[295,172]","[130,173,227]"
"5043","3","[295,172,130]","[173,227]"
"5043","4","[295,172,130,173]","[227]"
"5047","1","[295]","[173,4,128,206,329,338,287,299,265,273,277]"
"5047","2","[295,173]","[4,128,206,329,338,287,299,265,273,277]"
"5047","3","[295,173,4]","[128,206,329,338,287,299,265,273,277]"
"5047","4","[295,173,4,128]","[206,329,338,287,299,265,273,277]"
"5047","5","[295,173,4,128,206]","[329,338,287,299,265,273,277]"
"5047","6","[295,173,4,128,206,329]","[338,287,299,265,273,277]"
"5047","7","[295,173,4,128,206,329,338]","[287,299,265,273,277]"
"5047","8","[295,173,4,128,206,329,338,287]","[299,265,273,277]"
"5047","9","[295,173,4,128,206,329,338,287,299]","[265,273,277]"
"5047","10","[295,173,4,128,206,329,338,287,299,265]","[273,277]"
"5047","11","[295,173,4,128,206,329,338,287,299,265,273]","[277]"
"5048","1","[304]","[303]"
"5049","1","[188]","[109,172,56,174,206,83,329,227,295]"
"5049","2","[188,109]","[172,56,174,206,83,329,227,295]"
"5049","3","[188,109,172]","[56,174,206,83,329,227,295]"
"5049","4","[188,109,172,56]","[174,206,83,329,227,295]"
"5049","5","[188,109,172,56,174]","[206,83,329,227,295]"
"5049","6","[188,109,172,56,174,206]","[83,329,227,295]"
"5049","7","[188,109,172,56,174,206,83]","[329,227,295]"
"5049","8","[188,109,172,56,174,206,83,329]","[227,295]"
"5049","9","[188,109,172,56,174,206,83,329,227]","[295]"
"5050","1","[217]","[127,172,173,304,302]"
"5050","2","[217,127]","[172,173,304,302]"
"5050","3","[217,127,172]","[173,304,302]"
"5050","4","[217,127,172,173]","[304,302]"
"5050","5","[217,127,172,173,304]","[302]"
"5052","1","[172]","[173,76,111]"
"5052","2","[172,173]","[76,111]"
"5052","3","[172,173,76]","[111]"
"5054","1","[228]","[72,240,327]"
"5054","2","[228,72]","[240,327]"
"5054","3","[228,72,240]","[327]"
"5056","1","[295]","[228,304]"
"5056","2","[295,228]","[304]"
"5058","1","[13]","[14,231,295,3,303,111,70,281,123]"
"5058","2","[13,14]","[231,295,3,303,111,70,281,123]"
"5058","3","[13,14,231]","[295,3,303,111,70,281,123]"
"5058","4","[13,14,231,295]","[3,303,111,70,281,123]"
"5058","5","[13,14,231,295,3]","[303,111,70,281,123]"
"5058","6","[13,14,231,295,3,303]","[111,70,281,123]"
"5058","7","[13,14,231,295,3,303,111]","[70,281,123]"
"5058","8","[13,14,231,295,3,303,111,70]","[281,123]"
"5058","9","[13,14,231,295,3,303,111,70,281]","[123]"
"5059","1","[269]","[328,128,227,169,268]"
"5059","2","[269,328]","[128,227,169,268]"
"5059","3","[269,328,128]","[227,169,268]"
"5059","4","[269,328,128,227]","[169,268]"
"5059","5","[269,328,128,227,169]","[268]"
"5062","1","[200]","[190,280,278,201,173]"
"5062","2","[200,190]","[280,278,201,173]"
"5062","3","[200,190,280]","[278,201,173]"
"5062","4","[200,190,280,278]","[201,173]"
"5062","5","[200,190,280,278,201]","[173]"
"5063","1","[228]","[227,277,279,280,314,174]"
"5063","2","[228,227]","[277,279,280,314,174]"
"5063","3","[228,227,277]","[279,280,314,174]"
"5063","4","[228,227,277,279]","[280,314,174]"
"5063","5","[228,227,277,279,280]","[314,174]"
"5063","6","[228,227,277,279,280,314]","[174]"
"5064","1","[131]","[196,196,302,301,272,319]"
"5064","2","[131,196]","[196,302,301,272,319]"
"5064","3","[131,196,196]","[302,301,272,319]"
"5064","4","[131,196,196,302]","[301,272,319]"
"5064","5","[131,196,196,302,301]","[272,319]"
"5064","6","[131,196,196,302,301,272]","[319]"
"5065","1","[128]","[172]"
"5066","1","[329]","[274,173,75,78,59,56]"
"5066","2","[329,274]","[173,75,78,59,56]"
"5066","3","[329,274,173]","[75,78,59,56]"
"5066","4","[329,274,173,75]","[78,59,56]"
"5066","5","[329,274,173,75,78]","[59,56]"
"5066","6","[329,274,173,75,78,59]","[56]"
"5067","1","[172]","[4,277,317,76]"
"5067","2","[172,4]","[277,317,76]"
"5067","3","[172,4,277]","[317,76]"
"5067","4","[172,4,277,317]","[76]"
"5068","1","[128]","[111,75]"
"5068","2","[128,111]","[75]"
"5069","1","[75]","[128,295]"
"5069","2","[75,128]","[295]"
"5070","1","[172]","[173,246]"
"5070","2","[172,173]","[246]"
"5071","1","[173]","[227,304]"
"5071","2","[173,227]","[304]"
"5072","1","[188]","[281,299,111,246,177]"
"5072","2","[188,281]","[299,111,246,177]"
"5072","3","[188,281,299]","[111,246,177]"
"5072","4","[188,281,299,111]","[246,177]"
"5072","5","[188,281,299,111,246]","[177]"
"5073","1","[302]","[313,188]"
"5073","2","[302,313]","[188]"
"5074","1","[286]","[200,144,306,217,207]"
"5074","2","[286,200]","[144,306,217,207]"
"5074","3","[286,200,144]","[306,217,207]"
"5074","4","[286,200,144,306]","[217,207]"
"5074","5","[286,200,144,306,217]","[207]"
"5075","1","[286]","[287]"
"5077","1","[239]","[268,169,102,228,281,83,81,114,57,12,297]"
"5077","2","[239,268]","[169,102,228,281,83,81,114,57,12,297]"
"5077","3","[239,268,169]","[102,228,281,83,81,114,57,12,297]"
"5077","4","[239,268,169,102]","[228,281,83,81,114,57,12,297]"
"5077","5","[239,268,169,102,228]","[281,83,81,114,57,12,297]"
"5077","6","[239,268,169,102,228,281]","[83,81,114,57,12,297]"
"5077","7","[239,268,169,102,228,281,83]","[81,114,57,12,297]"
"5077","8","[239,268,169,102,228,281,83,81]","[114,57,12,297]"
"5077","9","[239,268,169,102,228,281,83,81,114]","[57,12,297]"
"5077","10","[239,268,169,102,228,281,83,81,114,57]","[12,297]"
"5077","11","[239,268,169,102,228,281,83,81,114,57,12]","[297]"
"5078","1","[302]","[301,304,279,123,100,147]"
"5078","2","[302,301]","[304,279,123,100,147]"
"5078","3","[302,301,304]","[279,123,100,147]"
"5078","4","[302,301,304,279]","[123,100,147]"
"5078","5","[302,301,304,279,123]","[100,147]"
"5078","6","[302,301,304,279,123,100]","[147]"
"5080","1","[127]","[70]"
"5082","1","[316]","[173,295,227]"
"5082","2","[316,173]","[295,227]"
"5082","3","[316,173,295]","[227]"
"5083","1","[173]","[269]"
"5084","1","[188]","[173,286,265]"
"5084","2","[188,173]","[286,265]"
"5084","3","[188,173,286]","[265]"
"5086","1","[172]","[173,78,75,205,295]"
"5086","2","[172,173]","[78,75,205,295]"
"5086","3","[172,173,78]","[75,205,295]"
"5086","4","[172,173,78,75]","[205,295]"
"5086","5","[172,173,78,75,205]","[295]"
"5087","1","[295]","[227,172,173,111]"
"5087","2","[295,227]","[172,173,111]"
"5087","3","[295,227,172]","[173,111]"
"5087","4","[295,227,172,173]","[111]"
"5088","1","[172]","[174,227,295,302,301,123,228,102,268,114]"
"5088","2","[172,174]","[227,295,302,301,123,228,102,268,114]"
"5088","3","[172,174,227]","[295,302,301,123,228,102,268,114]"
"5088","4","[172,174,227,295]","[302,301,123,228,102,268,114]"
"5088","5","[172,174,227,295,302]","[301,123,228,102,268,114]"
"5088","6","[172,174,227,295,302,301]","[123,228,102,268,114]"
"5088","7","[172,174,227,295,302,301,123]","[228,102,268,114]"
"5088","8","[172,174,227,295,302,301,123,228]","[102,268,114]"
"5088","9","[172,174,227,295,302,301,123,228,102]","[268,114]"
"5088","10","[172,174,227,295,302,301,123,228,102,268]","[114]"
"5089","1","[76]","[78,77]"
"5089","2","[76,78]","[77]"
"5090","1","[227]","[127,173,240,200,203,313,280,4,111]"
"5090","2","[227,127]","[173,240,200,203,313,280,4,111]"
"5090","3","[227,127,173]","[240,200,203,313,280,4,111]"
"5090","4","[227,127,173,240]","[200,203,313,280,4,111]"
"5090","5","[227,127,173,240,200]","[203,313,280,4,111]"
"5090","6","[227,127,173,240,200,203]","[313,280,4,111]"
"5090","7","[227,127,173,240,200,203,313]","[280,4,111]"
"5090","8","[227,127,173,240,200,203,313,280]","[4,111]"
"5090","9","[227,127,173,240,200,203,313,280,4]","[111]"
"5091","1","[323]","[128,241,314,4,270,55,188]"
"5091","2","[323,128]","[241,314,4,270,55,188]"
"5091","3","[323,128,241]","[314,4,270,55,188]"
"5091","4","[323,128,241,314]","[4,270,55,188]"
"5091","5","[323,128,241,314,4]","[270,55,188]"
"5091","6","[323,128,241,314,4,270]","[55,188]"
"5091","7","[323,128,241,314,4,270,55]","[188]"
"5092","1","[85]","[57]"
"5097","1","[331]","[80,72]"
"5097","2","[331,80]","[72]"
"5098","1","[331]","[172,173]"
"5098","2","[331,172]","[173]"
"5102","1","[331]","[56,55,295]"
"5102","2","[331,56]","[55,295]"
"5102","3","[331,56,55]","[295]"
"5106","1","[15]","[329]"
"5107","1","[331]","[188]"
"5108","1","[331]","[228,111,14]"
"5108","2","[331,228]","[111,14]"
"5108","3","[331,228,111]","[14]"
"5110","1","[331]","[128,128,272]"
"5110","2","[331,128]","[128,272]"
"5110","3","[331,128,128]","[272]"
"5111","1","[331]","[173,56,57,280,266,240,233]"
"5111","2","[331,173]","[56,57,280,266,240,233]"
"5111","3","[331,173,56]","[57,280,266,240,233]"
"5111","4","[331,173,56,57]","[280,266,240,233]"
"5111","5","[331,173,56,57,280]","[266,240,233]"
"5111","6","[331,173,56,57,280,266]","[240,233]"
"5111","7","[331,173,56,57,280,266,240]","[233]"
"5112","1","[331]","[128,130]"
"5112","2","[331,128]","[130]"
"5113","1","[331]","[128,299]"
"5113","2","[331,128]","[299]"
"5115","1","[331]","[172]"
"5116","1","[111]","[331,131]"
"5116","2","[111,331]","[131]"
"5121","1","[172]","[322]"
"5123","1","[188]","[203]"
"5124","1","[346]","[76,78,75,281,268,331,130]"
"5124","2","[346,76]","[78,75,281,268,331,130]"
"5124","3","[346,76,78]","[75,281,268,331,130]"
"5124","4","[346,76,78,75]","[281,268,331,130]"
"5124","5","[346,76,78,75,281]","[268,331,130]"
"5124","6","[346,76,78,75,281,268]","[331,130]"
"5124","7","[346,76,78,75,281,268,331]","[130]"
"5125","1","[172]","[331,173,317,65]"
"5125","2","[172,331]","[173,317,65]"
"5125","3","[172,331,173]","[317,65]"
"5125","4","[172,331,173,317]","[65]"
"5126","1","[62]","[109,172,173,78,78,75,238,83,112,81,346,86,314,318,190]"
"5126","2","[62,109]","[172,173,78,78,75,238,83,112,81,346,86,314,318,190]"
"5126","3","[62,109,172]","[173,78,78,75,238,83,112,81,346,86,314,318,190]"
"5126","4","[62,109,172,173]","[78,78,75,238,83,112,81,346,86,314,318,190]"
"5126","5","[62,109,172,173,78]","[78,75,238,83,112,81,346,86,314,318,190]"
"5126","6","[62,109,172,173,78,78]","[75,238,83,112,81,346,86,314,318,190]"
"5126","7","[62,109,172,173,78,78,75]","[238,83,112,81,346,86,314,318,190]"
"5126","8","[62,109,172,173,78,78,75,238]","[83,112,81,346,86,314,318,190]"
"5126","9","[62,109,172,173,78,78,75,238,83]","[112,81,346,86,314,318,190]"
"5126","10","[62,109,172,173,78,78,75,238,83,112]","[81,346,86,314,318,190]"
"5126","11","[62,109,172,173,78,78,75,238,83,112,81]","[346,86,314,318,190]"
"5126","12","[62,109,172,173,78,78,75,238,83,112,81,346]","[86,314,318,190]"
"5126","13","[62,109,172,173,78,78,75,238,83,112,81,346,86]","[314,318,190]"
"5126","14","[62,109,172,173,78,78,75,238,83,112,81,346,86,314]","[318,190]"
"5126","15","[62,109,172,173,78,78,75,238,83,112,81,346,86,314,318]","[190]"
"5127","1","[331]","[109,14,169]"
"5127","2","[331,109]","[14,169]"
"5127","3","[331,109,14]","[169]"
"5128","1","[295]","[227,172,331,269,277,240,330,296,278,329,111]"
"5128","2","[295,227]","[172,331,269,277,240,330,296,278,329,111]"
"5128","3","[295,227,172]","[331,269,277,240,330,296,278,329,111]"
"5128","4","[295,227,172,331]","[269,277,240,330,296,278,329,111]"
"5128","5","[295,227,172,331,269]","[277,240,330,296,278,329,111]"
"5128","6","[295,227,172,331,269,277]","[240,330,296,278,329,111]"
"5128","7","[295,227,172,331,269,277,240]","[330,296,278,329,111]"
"5128","8","[295,227,172,331,269,277,240,330]","[296,278,329,111]"
"5128","9","[295,227,172,331,269,277,240,330,296]","[278,329,111]"
"5128","10","[295,227,172,331,269,277,240,330,296,278]","[329,111]"
"5128","11","[295,227,172,331,269,277,240,330,296,278,329]","[111]"
"5129","1","[9]","[11,62,109,228,227,110,111,131]"
"5129","2","[9,11]","[62,109,228,227,110,111,131]"
"5129","3","[9,11,62]","[109,228,227,110,111,131]"
"5129","4","[9,11,62,109]","[228,227,110,111,131]"
"5129","5","[9,11,62,109,228]","[227,110,111,131]"
"5129","6","[9,11,62,109,228,227]","[110,111,131]"
"5129","7","[9,11,62,109,228,227,110]","[111,131]"
"5129","8","[9,11,62,109,228,227,110,111]","[131]"
"5130","1","[331]","[172,173]"
"5130","2","[331,172]","[173]"
"5131","1","[173]","[331,111]"
"5131","2","[173,331]","[111]"
"5133","1","[281]","[205,331,330,71,26,111,304,55]"
"5133","2","[281,205]","[331,330,71,26,111,304,55]"
"5133","3","[281,205,331]","[330,71,26,111,304,55]"
"5133","4","[281,205,331,330]","[71,26,111,304,55]"
"5133","5","[281,205,331,330,71]","[26,111,304,55]"
"5133","6","[281,205,331,330,71,26]","[111,304,55]"
"5133","7","[281,205,331,330,71,26,111]","[304,55]"
"5133","8","[281,205,331,330,71,26,111,304]","[55]"
"5134","1","[331]","[266,295,280,231,232,281,144]"
"5134","2","[331,266]","[295,280,231,232,281,144]"
"5134","3","[331,266,295]","[280,231,232,281,144]"
"5134","4","[331,266,295,280]","[231,232,281,144]"
"5134","5","[331,266,295,280,231]","[232,281,144]"
"5134","6","[331,266,295,280,231,232]","[281,144]"
"5134","7","[331,266,295,280,231,232,281]","[144]"
"5135","1","[173]","[331,102,313,111,299,9,295,227,269]"
"5135","2","[173,331]","[102,313,111,299,9,295,227,269]"
"5135","3","[173,331,102]","[313,111,299,9,295,227,269]"
"5135","4","[173,331,102,313]","[111,299,9,295,227,269]"
"5135","5","[173,331,102,313,111]","[299,9,295,227,269]"
"5135","6","[173,331,102,313,111,299]","[9,295,227,269]"
"5135","7","[173,331,102,313,111,299,9]","[295,227,269]"
"5135","8","[173,331,102,313,111,299,9,295]","[227,269]"
"5135","9","[173,331,102,313,111,299,9,295,227]","[269]"
"5140","1","[331]","[323,60]"
"5140","2","[331,323]","[60]"
"5142","1","[78]","[75,331]"
"5142","2","[78,75]","[331]"
"5143","1","[331]","[172,269,173,80,275,111,86]"
"5143","2","[331,172]","[269,173,80,275,111,86]"
